"About the data: Exported on Jan 08, 2025. Criteria: '(LLM) AND (HLS) AND (FPGA)' in full data; Publication Type is Preprint or Proceeding.  Note: For hyper-authorship publications with more than 100 authors the export does not include author names and affiliations. © 2025 Digital Science &amp; Research Solutions Inc. All rights reserved. Parts of this work may also be protected by copyright of content providers and other third parties, which together with all rights of Digital Science, user agrees not to violate. Redistribution / external use of this work (or parts thereof) is prohibited without prior written approval. Please contact info@dimensions.ai for further information.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rank,Publication ID,DOI,PMID,PMCID,Title,Abstract,Acknowledgements,Funding,Source title,Anthology title,Book editors,MeSH terms,Publication date,PubYear,Publication date (online),Publication date (print),Volume,Issue,Pagination,Open Access,Publication Type,Authors,Authors (Raw Affiliation),Corresponding Authors,Authors Affiliations,Times cited,Recent citations,RCR,FCR,Source Linkout,Dimensions URL,Fields of Research (ANZSRC 2020),Sustainable Development Goals
796,pub.1166949243,10.1109/mlccim60412.2023.00016,,,A STDP Rules-Based Spiking Neural Network Implementation for Image Recognition,"With the progress and development of artificial intelligence, the concept of neuromorphic computing has been widely observed since its proposed. The biological neural system can use sparse electrical spikes for information transfer, has powerful memory-learning functions, and perform complex tasks with extremely low power consumption. As the third generation neural network, spiking neural network has higher level of bionic characteristics than the traditional neural network. It can simulate the information processing mechanism of human brain to a greater extent, which is the focus of the research of brain-like computing. In this work, a two-layer SNN composed of Leaky-Integrate-Fire neurons was implemented in the BindsNET simulation environment. The network was learned and trained by the time-dependent plasticity of spike rule, and achieves 92% recognition accuracy on the MNIST handwritten digit set.",The work was supported financially by the National Natural Science Foundation of China (No. 62174150) and the Natural Science Foundation of Jang Su Province (No. BK20211040).,The work was supported financially by the National Natural Science Foundation of China (No. 62174150) and the Natural Science Foundation of Jang Su Province (No. BK20211040).,,"2023 2nd International Conference on Machine Learning, Cloud Computing and Intelligent Mining (MLCCIM)",,,2023-07-29,2023,,2023-07-29,00,,71-76,Closed,Proceeding,"Teng, Haoran; Yu, Yin; Wei, Jinghe; Liu, Guozhu","Teng, Haoran (The 58th Research Institute of China Electronics, Technology Group Corporation, Wuxi, China; School of Electronic Science, National University of Defense Technology, Changsha, China); Yu, Yin (No. 38 Research Institute of CETC, Hefei, China; School of Electronic Science, National University of Defense Technology, Changsha, China); Wei, Jinghe (The 58th Research Institute of China Electronics, Technology Group Corporation, Wuxi, China); Liu, Guozhu (The 58th Research Institute of China Electronics, Technology Group Corporation, Wuxi, China)","Teng, Haoran (China Electronics Technology Group Corporation (China); National University of Defense Technology)","Teng, Haoran (China Electronics Technology Group Corporation (China); National University of Defense Technology); Yu, Yin (China Electronics Technology Group Corporation (China); National University of Defense Technology); Wei, Jinghe (China Electronics Technology Group Corporation (China)); Liu, Guozhu (China Electronics Technology Group Corporation (China))",0,0,,0.0,,https://app.dimensions.ai/details/publication/pub.1166949243,32 Biomedical and Clinical Sciences; 3209 Neurosciences; 46 Information and Computing Sciences; 4611 Machine Learning,
777,pub.1182285550,10.1109/idsta62194.2024.10746990,,,Enhancing Safety in Autonomous Vehicles through Advanced AI-Driven Perception and Decision-Making Systems,"Accidents, congested roads, consumption of energy, and emissions may all decrease significantly with the rise of self-driving cars, providing a promising response to social and environmental issues. In this study, researchers investigate the way the integration of innovative AI-driven perception and decision-making systems into AVs impacts safety. AVs have the potential to change transportation by reducing accidents caused mainly by human error. They may operate on their own or in conjunction with human drivers. The primary goal is to investigate and enhance AV safety by creating highly sophisticated perception and decision-making technologies driven by machine learning. Pragmatism research philosophy, experimental research design, and inductive approach serve as the selected methods of the study. In addition, secondary qualitative data analysis methods help evaluate the entire study. The outcomes of the study demonstrated that the advancement of autonomous vehicles depends significantly on the creation of AI-driven sensors. “Vehicle-to-vehicle (V2X) networks” for communication and safety features increase security, while integrated camera systems with acoustic and thermal sensors improve sensing capacities. Deep learning techniques, especially “convolutional neural networks (CNN)” and “fully convolutional networks (FCN)”, facilitate accurate object recognition and segmentation. Vehicles’ ability to handle difficult road conditions is further improved by a real-time risk evaluation and trajectory planning based on human-like behavioral modeling.",,,,2024 Fifth International Conference on Intelligent Data Science Technologies and Applications (IDSTA),,,2024-01-27,2024,,2024-01-27,00,,208-217,Closed,Proceeding,"Alahmed, Yazan; Abadla, Reema; Al Ansari, Mohammed Jassim","Alahmed, Yazan (Faculty of Engineering, Al Ain University, Abu Dhabi, U.A.E.); Abadla, Reema (Faculty of Engineering, Al Ain University, Abu Dhabi, U.A.E.); Al Ansari, Mohammed Jassim (School of Business, University of Central Lancashire, preston, UK)","Alahmed, Yazan (Al Ain University)","Alahmed, Yazan (Al Ain University); Abadla, Reema (Al Ain University); Al Ansari, Mohammed Jassim (University of Central Lancashire)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1182285550,"35 Commerce, Management, Tourism and Services; 3509 Transportation, Logistics and Supply Chains; 46 Information and Computing Sciences; 4605 Data Management and Data Science",3 Good Health and Well Being; 7 Affordable and Clean Energy
772,pub.1174031735,10.48550/arxiv.2407.15320,,,Edge Graph Intelligence: Reciprocally Empowering Edge Networks with Graph Intelligence,"Recent years have witnessed a thriving growth of computing facilities
connected at the network edge, cultivating edge computing networks as a
fundamental infrastructure for supporting miscellaneous intelligent services.
Meanwhile, Artificial Intelligence frontiers have extrapolated Machine Learning
to the graph domain and promoted Graph Intelligence (GI), which unlocks
unprecedented ability in learning from massive data in graph structures. Given
the inherent relation between graphs and networks, the interdiscipline of graph
representation learning and edge networks, i.e., Edge GI or EGI, has revealed a
novel interplay between them -- GI models principally open a new door for
modeling, understanding, and optimizing edge networks, and conversely, edge
networks serve as physical support for training, deploying, and accelerating GI
models. Driven by this delicate closed-loop, EGI can be widely recognized as a
promising solution to fully unleash the potential of edge computing power and
is garnering significant attention. Nevertheless, research on EGI yet remains
nascent, and there is a soaring demand within both the communications and AI
communities for a dedicated venue to share recent advancements. To this end,
this paper promotes the concept of EGI, explores its scope and core principles,
and conducts a comprehensive survey concerning recent research efforts on this
emerging field and specifically, introduces and discusses: 1) fundamentals of
edge computing and graph representation learning, 2) emerging techniques
centering on the closed loop between graph intelligence and edge networks, and
3) open challenges and research opportunities of future EGI. By bridging the
gap across communication, networking, and graph learning areas, we believe that
this survey can garner increased attention, foster meaningful discussions, and
inspire further research ideas in EGI.",,,arXiv,,,,2024-07-07,2024,,,,,,All OA; Green,Preprint,"Zeng, Liekang; Ye, Shengyuan; Chen, Xu; Zhang, Xiaoxi; Ren, Ju; Tang, Jian; Yang, Yang; Xuemin; Shen","Zeng, Liekang (Sherman); Ye, Shengyuan (Sherman); Chen, Xu (Sherman); Zhang, Xiaoxi (Sherman); Ren, Ju (Sherman); Tang, Jian (Sherman); Yang, Yang (Sherman); Xuemin (Sherman); Shen ()",,"Zeng, Liekang (Sherman); Ye, Shengyuan (Sherman); Chen, Xu (Sherman); Zhang, Xiaoxi (Sherman); Ren, Ju (Sherman); Tang, Jian (Sherman); Yang, Yang (Sherman); Xuemin (Sherman); Shen ()",0,0,,,,https://app.dimensions.ai/details/publication/pub.1174031735,46 Information and Computing Sciences; 4602 Artificial Intelligence,
725,pub.1183022696,10.1109/micro61859.2024.00106,,,VGA: Hardware Accelerator for Scalable Long Sequence Model Inference,"Effectively modeling relationships between distant elements in a long input sequence is an important task that remains challenging to this day. The state-of-the-art models for processing sequential data are self-attention-based transformer models. However, the computational complexity of self-attention is quadratic to the input sequence length, which often becomes the limiting factor in scaling the sequence length. Recently, state space model (SSM)-based global convolution models, which replace attention with convolution, have been found to be effective for modeling long sequences, with a sub-quadratic complexity using Fast Fourier Transform (FFT). However, they show sub-optimal performance on data-parallel accelerators like GPU, due to the regions of extremely low compute utilization with memory bandwidth-bound operations. To address this inefficiency, this paper proposes the Vandermonde matrix Generating Accelerator (VGA), a custom accelerator that performs FFT-based convolution in an area/power-efficient manner. VGA introduces Complex number Compute Units (CCUs) to fully utilize the high on-chip SRAM bandwidth, and parameters are generated on the fly to drastically reduce the required SRAM capacity. VGA achieves 76×(48×) higher area (power) efficiency than NVIDIA A100 GPU when executing the global convolution operator of H3, a state-of-the-art SSM-based model.","This work was supported by a research grant from Sam-sung Advanced Institute of Technology (SAIT), the National Research Foundation of Korea (NRF) grants funded by the Korea Government (MSIT) (RS-2024-00340008 and RS-2024- 00405857). The EDA tool was supported by the IC Design Ed-ucation Center (IDEC), Korea. Jae W. Lee is the corresponding author.","This work was supported by a research grant from Samsung Advanced Institute of Technology (SAIT), the National Research Foundation of Korea (NRF) grants funded by the Korea Government (MSIT) (RS-2024-00340008 and RS-2024- 00405857). The EDA tool was supported by the IC Design Education Center (IDEC), Korea.",,2024 57th IEEE/ACM International Symposium on Microarchitecture (MICRO),,,2024-11-06,2024,,2024-11-06,00,,1444-1457,Closed,Proceeding,"Lee, Seung Yul; Lee, Hyunseung; Hong, Jihoon; Cho, SangLyul; Lee, Jae W.","Lee, Seung Yul (Seoul National University, Seoul, Republic of Korea); Lee, Hyunseung (Seoul National University, Seoul, Republic of Korea); Hong, Jihoon (Seoul National University, Seoul, Republic of Korea); Cho, SangLyul (Seoul National University, Seoul, Republic of Korea); Lee, Jae W. (Seoul National University, Seoul, Republic of Korea)",,"Lee, Seung Yul (Seoul National University); Lee, Hyunseung (Seoul National University); Hong, Jihoon (Seoul National University); Cho, SangLyul (Seoul National University); Lee, Jae W. (Seoul National University)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1183022696,40 Engineering; 4008 Electrical Engineering,
681,pub.1183917307,10.1109/apccas62602.2024.10808902,,,APCCAS 2024 Cover Page,,,,2023 IEEE Asia Pacific Conference on Circuits and Systems (APCCAS),2024 IEEE Asia Pacific Conference on Circuits and Systems (APCCAS),,,2024-12-27,2024,2024-12-27,,,,c1-c107,Closed,Proceeding,,,,,0,0,,,,https://app.dimensions.ai/details/publication/pub.1183917307,,
653,pub.1182280415,10.1109/sc41406.2024.00021,,,CUSZP2: A GPU Lossy Compressor with Extreme Throughput and Optimized Compression Ratio,"Existing GPU lossy compressors suffer from expensive data movement overheads, inefficient memory access patterns, and high synchronization latency, resulting in limited throughput. This work proposes cuSZP2, a generic single-kernel error-bounded lossy compressor purely on GPUs designed for applications that require high speed, such as large-scale GPU simulation and large language model training. In particular, CUSZP2 proposes a novel lossless encoding method, optimizes memory access patterns, and hides synchronization latency, achieving extreme end-to-end throughput and optimized compression ratio. Experiments on NVIDIA A100 GPU with 9 real-world HPC datasets demonstrate that, even with higher compression ratios and data quality, CUSZP2 can deliver on average 332.42 and $513.04 \mathrm{~GB} / \mathrm{s}$ end-to-end throughput for compression and decompression, respectively, which is around $2 \times$ of existing pure-GPU compressors and $200 \times$ of CPU-GPU hybrid compressors.","This material was based upon work supported by the U.S. Department of Energy, Office of Science, Advanced Scientific Computing Research (ASCR), under contract DE-AC0206CH11357 and DE-SC0024559. The material was also supported by the National Science Foundation under Grant OAC2003709, OAC-2104023, OAC-2311875, and OAC-2211538. The experimental resource for this paper was provided by the Laboratory Computing Resource Center on the Swing cluster at Argonne National Laboratory.",,,"SC24: International Conference for High Performance Computing, Networking, Storage and Analysis",,,2024-11-22,2024,,2024-11-22,00,,1-18,Closed,Proceeding,"Huang, Yafan; Di, Sheng; Li, Guanpeng; Cappello, Franck","Huang, Yafan (Computer Science Department, University of Iowa, Iowa City, IA, USA); Di, Sheng (Mathematics and Computer Science Division, Argonne National Laboratory, Lemont, IL, USA); Li, Guanpeng (Computer Science Department, University of Iowa, Iowa City, IA, USA); Cappello, Franck (Mathematics and Computer Science Division, Argonne National Laboratory, Lemont, IL, USA)","Di, Sheng (Argonne National Laboratory)","Huang, Yafan (University of Iowa); Di, Sheng (Argonne National Laboratory); Li, Guanpeng (University of Iowa); Cappello, Franck (Argonne National Laboratory)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1182280415,40 Engineering; 4008 Electrical Engineering; 46 Information and Computing Sciences,7 Affordable and Clean Energy
647,pub.1160112010,10.48550/arxiv.2306.13474,,,Efficient Online Processing with Deep Neural Networks,"The capabilities and adoption of deep neural networks (DNNs) grow at an
exhilarating pace: Vision models accurately classify human actions in videos
and identify cancerous tissue in medical scans as precisely than human experts;
large language models answer wide-ranging questions, generate code, and write
prose, becoming the topic of everyday dinner-table conversations. Even though
their uses are exhilarating, the continually increasing model sizes and
computational complexities have a dark side. The economic cost and negative
environmental externalities of training and serving models is in evident
disharmony with financial viability and climate action goals.
  Instead of pursuing yet another increase in predictive performance, this
dissertation is dedicated to the improvement of neural network efficiency.
Specifically, a core contribution addresses the efficiency aspects during
online inference. Here, the concept of Continual Inference Networks (CINs) is
proposed and explored across four publications. CINs extend prior
state-of-the-art methods developed for offline processing of spatio-temporal
data and reuse their pre-trained weights, improving their online processing
efficiency by an order of magnitude. These advances are attained through a
bottom-up computational reorganization and judicious architectural
modifications. The benefit to online inference is demonstrated by reformulating
several widely used network architectures into CINs, including 3D CNNs,
ST-GCNs, and Transformer Encoders. An orthogonal contribution tackles the
concurrent adaptation and computational acceleration of a large source model
into multiple lightweight derived models. Drawing on fusible adapter networks
and structured pruning, Structured Pruning Adapters achieve superior predictive
accuracy under aggressive pruning using significantly fewer learned weights
compared to fine-tuning with pruning.",,,arXiv,,,,2023-06-23,2023,,,,,,All OA; Green,Preprint,"Hedegaard, Lukas","Hedegaard, Lukas ()",,"Hedegaard, Lukas ()",0,0,,0.0,,https://app.dimensions.ai/details/publication/pub.1160112010,46 Information and Computing Sciences; 4611 Machine Learning,
641,pub.1166542035,10.1109/iccad57390.2023.10323951,,,MasterRTL: A Pre-Synthesis PPA Estimation Framework for Any RTL Design,"In modern VLSI design flow, the register-transfer level (RTL) stage is a critical point, where designers define precise design behavior with hardware description languages (HDLs) like Verilog. Since the RTL design is in the format of HDL code, the standard way to evaluate its quality requires time-consuming subsequent synthesis steps with EDA tools. This time-consuming process significantly impedes design optimization at the early RTL stage. Despite the emergence of some recent ML-based solutions, they fail to maintain high accuracy for any given RTL design. In this work, we propose an innovative pre-synthesis PPA estimation framework named MasterRTL. It first converts the HDL code to a new bit-level design representation named the simple operator graph (SOG). By only adopting single-bit simple operators, this SOG proves to be a general representation that unifies different design types and styles. The SOG is also more similar to the target gate-level netlist, reducing the gap between RTL representation and netlist. In addition to the new SOG representation, MasterRTL proposes new ML methods for the RTL-stage modeling of timing, power, and area separately. Compared with state-of-the-art solutions, the experiment on a comprehensive dataset with 90 different designs shows accuracy improvement by 0.33, 0.22, and 0.15 in correlation for total negative slack (TNS), worst negative slack (WNS), and power, respectively.","This work is partially funded by the Hong Kong Research Grants Council (RGC) ECS Grant 26208723, Guangdong Basic and Ap-plied Basic Research Foundation no. 2022A1515110178, Guangzhou-HKUST(GZ) Joint Funding Scheme no. SL2022A03J01288, Guangzhou Basic Research Project no. SL2022A04J00615, and AC-CESS - AI Chip Center for Emerging Smart Systems, sponsored by InnoHK funding, Hong Kong SAR. Also, the authors thank the help from Prof Jiang Hu and Prianka Sengupta at Texas A&amp;M University.","This work is partially funded by the Hong Kong Research Grants Council (RGC) ECS Grant 26208723, Guangdong Basic and Ap-plied Basic Research Foundation no. 2022A1515110178, Guangzhou-HKUST(GZ) Joint Funding Scheme no. SL2022A03J01288, Guangzhou Basic Research Project no. SL2022A04J00615, and AC-CESS - AI Chip Center for Emerging Smart Systems, sponsored by InnoHK funding, Hong Kong SAR. Also, the authors thank the help from Prof Jiang Hu and Prianka Sengupta at Texas A&M University.",,2023 IEEE/ACM International Conference on Computer Aided Design (ICCAD),,,2023-11-02,2023,,2023-11-02,00,,1-9,All OA; Green,Proceeding,"Fang, Wenji; Lu, Yao; Liu, Shang; Zhang, Qijun; Xu, Ceyu; Wills, Lisa Wu; Zhang, Hongce; Xie, Zhiyao","Fang, Wenji (Hong Kong University of Science and Technology (Guangzhou); Hong Kong University of Science and Technology); Lu, Yao (Hong Kong University of Science and Technology); Liu, Shang (Hong Kong University of Science and Technology); Zhang, Qijun (Hong Kong University of Science and Technology); Xu, Ceyu (Duke University); Wills, Lisa Wu (Duke University); Zhang, Hongce (Hong Kong University of Science and Technology (Guangzhou); Hong Kong University of Science and Technology); Xie, Zhiyao (Hong Kong University of Science and Technology)","Zhang, Hongce (Hong Kong University of Science and Technology; Hong Kong University of Science and Technology); Xie, Zhiyao (Hong Kong University of Science and Technology)","Fang, Wenji (Hong Kong University of Science and Technology; Hong Kong University of Science and Technology); Lu, Yao (Hong Kong University of Science and Technology); Liu, Shang (Hong Kong University of Science and Technology); Zhang, Qijun (Hong Kong University of Science and Technology); Xu, Ceyu (Duke University); Wills, Lisa Wu (Duke University); Zhang, Hongce (Hong Kong University of Science and Technology; Hong Kong University of Science and Technology); Xie, Zhiyao (Hong Kong University of Science and Technology)",4,4,,3.25,http://arxiv.org/pdf/2311.08441,https://app.dimensions.ai/details/publication/pub.1166542035,"40 Engineering; 4008 Electrical Engineering; 4009 Electronics, Sensors and Digital Hardware",
637,pub.1166062089,10.48550/arxiv.2311.08441,,,MasterRTL: A Pre-Synthesis PPA Estimation Framework for Any RTL Design,"In modern VLSI design flow, the register-transfer level (RTL) stage is a
critical point, where designers define precise design behavior with hardware
description languages (HDLs) like Verilog. Since the RTL design is in the
format of HDL code, the standard way to evaluate its quality requires
time-consuming subsequent synthesis steps with EDA tools. This time-consuming
process significantly impedes design optimization at the early RTL stage.
Despite the emergence of some recent ML-based solutions, they fail to maintain
high accuracy for any given RTL design. In this work, we propose an innovative
pre-synthesis PPA estimation framework named MasterRTL. It first converts the
HDL code to a new bit-level design representation named the simple operator
graph (SOG). By only adopting single-bit simple operators, this SOG proves to
be a general representation that unifies different design types and styles. The
SOG is also more similar to the target gate-level netlist, reducing the gap
between RTL representation and netlist. In addition to the new SOG
representation, MasterRTL proposes new ML methods for the RTL-stage modeling of
timing, power, and area separately. Compared with state-of-the-art solutions,
the experiment on a comprehensive dataset with 90 different designs shows
accuracy improvement by 0.33, 0.22, and 0.15 in correlation for total negative
slack (TNS), worst negative slack (WNS), and power, respectively.",,,arXiv,,,,2023-11-14,2023,,,,,,All OA; Green,Preprint,"Fang, Wenji; Lu, Yao; Liu, Shang; Zhang, Qijun; Xu, Ceyu; Wills, Lisa Wu; Zhang, Hongce; Xie, Zhiyao","Fang, Wenji (); Lu, Yao (); Liu, Shang (); Zhang, Qijun (); Xu, Ceyu (); Wills, Lisa Wu (); Zhang, Hongce (); Xie, Zhiyao ()",,"Fang, Wenji (); Lu, Yao (); Liu, Shang (); Zhang, Qijun (); Xu, Ceyu (); Wills, Lisa Wu (); Zhang, Hongce (); Xie, Zhiyao ()",0,0,,0.0,,https://app.dimensions.ai/details/publication/pub.1166062089,"40 Engineering; 4008 Electrical Engineering; 4009 Electronics, Sensors and Digital Hardware",
634,pub.1181579144,10.48550/arxiv.2410.17073,,,Personalized Playback Technology: How Short Video Services Create Excellent User Experience,"Short-form video content has become increasingly popular and influential in
recent years. Its concise yet engaging format aligns well with todays'
fast-paced and on-the-go lifestyles, making it a dominating trend in the
digital world. As one of the front runners in the short video platform space,
ByteDance has been highly successful in delivering a one-of-a-kind short video
experience and attracting billions of users worldwide. One key contributing
factor is its advanced end-to-end personalized short video playback technology,
where we pioneered and developed the new technical field over the past five
years to optimize user experience. This paper introduces the major concepts and
methodologies of this personalized video playback technology that distinguish
it from traditional multimedia technologies. More details, including goal
setting, iterative process, modeling, experimental methods and required
supporting systems, are also provided to encourage deeper research in this
area.",,,arXiv,,,,2024-10-22,2024,,,,,,All OA; Green,Preprint,"Deng, Weihui; Fan, Zhiwei; Fu, Deliang; Gong, Yun; Huang, Shenglan; Li, Xiaocheng; Li, Zheng; Liao, Yiting; Liu, He; Qiao, Chunyu; Wang, Bin; Wang, Zhen; Xiong, Zhengyu","Deng, Weihui (); Fan, Zhiwei (); Fu, Deliang (); Gong, Yun (); Huang, Shenglan (); Li, Xiaocheng (); Li, Zheng (); Liao, Yiting (); Liu, He (); Qiao, Chunyu (); Wang, Bin (); Wang, Zhen (); Xiong, Zhengyu ()",,"Deng, Weihui (); Fan, Zhiwei (); Fu, Deliang (); Gong, Yun (); Huang, Shenglan (); Li, Xiaocheng (); Li, Zheng (); Liao, Yiting (); Liu, He (); Qiao, Chunyu (); Wang, Bin (); Wang, Zhen (); Xiong, Zhengyu ()",0,0,,,,https://app.dimensions.ai/details/publication/pub.1181579144,40 Engineering; 4008 Electrical Engineering; 46 Information and Computing Sciences; 4603 Computer Vision and Multimedia Computation,
627,pub.1170976591,10.1145/3620665.3640422,,,AttAcc! Unleashing the Power of PIM for Batched Transformer-based Generative Model Inference,"The Transformer-based generative model (TbGM), comprising summarization (Sum) and generation (Gen) stages, has demonstrated unprecedented generative performance across a wide range of applications. However, it also demands immense amounts of compute and memory resources. Especially, the Gen stages, consisting of the attention and fully-connected (FC) layers, dominate the overall execution time. Meanwhile, we reveal that the conventional system with GPUs used for TbGM inference cannot efficiently execute the attention layer, even with batching, due to various constraints. To address this inefficiency, we first propose AttAcc, a processing-in-memory (PIM) architecture for efficient execution of the attention layer. Subsequently, for the end-to-end acceleration of TbGM inference, we propose a novel heterogeneous system architecture and optimizations that strategically use xPU and PIM together. It leverages the high memory bandwidth of AttAcc for the attention layer and the powerful compute capability of the conventional system for the FC layer. Lastly, we demonstrate that our GPU-PIM system outperforms the conventional system with the same memory capacity, improving performance and energy efficiency of running a 175B TbGM by up to 2.81× and 2.67×, respectively.",,,,"Proceedings of the 29th ACM International Conference on Architectural Support for Programming Languages and Operating Systems, Volume 2",,,2024-04-27,2024,2024-04-27,2024-04-27,,,103-119,Closed,Proceeding,"Park, Jaehyun; Choi, Jaewan; Kyung, Kwanhee; Kim, Michael Jaemin; Kwon, Yongsuk; Kim, Nam Sung; Ahn, Jung Ho","Park, Jaehyun (Seoul National University, Seoul, Republic of Korea); Choi, Jaewan (Seoul National University, Seoul, Republic of Korea); Kyung, Kwanhee (Seoul National University, Seoul, Republic of Korea); Kim, Michael Jaemin (Seoul National University, Seoul, Republic of Korea); Kwon, Yongsuk (Seoul National University, Seoul, Republic of Korea); Kim, Nam Sung (University of Illinois Urbana-Champaign, Urbana-Champaign, United States of America); Ahn, Jung Ho (Seoul National University, Seoul, Republic of Korea)","Ahn, Jung Ho (Seoul National University)","Park, Jaehyun (Seoul National University); Choi, Jaewan (Seoul National University); Kyung, Kwanhee (Seoul National University); Kim, Michael Jaemin (Seoul National University); Kwon, Yongsuk (Seoul National University); Kim, Nam Sung (University of Illinois Urbana-Champaign); Ahn, Jung Ho (Seoul National University)",4,4,,,,https://app.dimensions.ai/details/publication/pub.1170976591,33 Built Environment and Design; 3301 Architecture; 46 Information and Computing Sciences,7 Affordable and Clean Energy
584,pub.1171406661,10.1109/inocon60754.2024.10511379,,,INOCON 2024 Conference Schedule,,,,,2024 3rd International Conference for Innovation in Technology (INOCON),,,2024-05-06,2024,2024-05-06,,,,1-26,All OA; Bronze,Proceeding,,,,,0,0,,,https://ieeexplore.ieee.org/ielx7/10511271/10511093/10511379.pdf,https://app.dimensions.ai/details/publication/pub.1171406661,,
581,pub.1164085024,10.48550/arxiv.2309.07438,,,Towards Artificial General Intelligence (AGI) in the Internet of Things (IoT): Opportunities and Challenges,"Artificial General Intelligence (AGI), possessing the capacity to comprehend,
learn, and execute tasks with human cognitive abilities, engenders significant
anticipation and intrigue across scientific, commercial, and societal arenas.
This fascination extends particularly to the Internet of Things (IoT), a
landscape characterized by the interconnection of countless devices, sensors,
and systems, collectively gathering and sharing data to enable intelligent
decision-making and automation. This research embarks on an exploration of the
opportunities and challenges towards achieving AGI in the context of the IoT.
Specifically, it starts by outlining the fundamental principles of IoT and the
critical role of Artificial Intelligence (AI) in IoT systems. Subsequently, it
delves into AGI fundamentals, culminating in the formulation of a conceptual
framework for AGI's seamless integration within IoT. The application spectrum
for AGI-infused IoT is broad, encompassing domains ranging from smart grids,
residential environments, manufacturing, and transportation to environmental
monitoring, agriculture, healthcare, and education. However, adapting AGI to
resource-constrained IoT settings necessitates dedicated research efforts.
Furthermore, the paper addresses constraints imposed by limited computing
resources, intricacies associated with large-scale IoT communication, as well
as the critical concerns pertaining to security and privacy.",,,arXiv,,,,2023-09-14,2023,,,,,,All OA; Green,Preprint,"Dou, Fei; Ye, Jin; Yuan, Geng; Lu, Qin; Niu, Wei; Sun, Haijian; Guan, Le; Lu, Guoyu; Mai, Gengchen; Liu, Ninghao; Lu, Jin; Liu, Zhengliang; Wu, Zihao; Tan, Chenjiao; Xu, Shaochen; Wang, Xianqiao; Li, Guoming; Chai, Lilong; Li, Sheng; Sun, Jin; Sun, Hongyue; Shao, Yunli; Li, Changying; Liu, Tianming; Song, Wenzhan","Dou, Fei (); Ye, Jin (); Yuan, Geng (); Lu, Qin (); Niu, Wei (); Sun, Haijian (); Guan, Le (); Lu, Guoyu (); Mai, Gengchen (); Liu, Ninghao (); Lu, Jin (); Liu, Zhengliang (); Wu, Zihao (); Tan, Chenjiao (); Xu, Shaochen (); Wang, Xianqiao (); Li, Guoming (); Chai, Lilong (); Li, Sheng (); Sun, Jin (); Sun, Hongyue (); Shao, Yunli (); Li, Changying (); Liu, Tianming (); Song, Wenzhan ()",,"Dou, Fei (); Ye, Jin (); Yuan, Geng (); Lu, Qin (); Niu, Wei (); Sun, Haijian (); Guan, Le (); Lu, Guoyu (); Mai, Gengchen (); Liu, Ninghao (); Lu, Jin (); Liu, Zhengliang (); Wu, Zihao (); Tan, Chenjiao (); Xu, Shaochen (); Wang, Xianqiao (); Li, Guoming (); Chai, Lilong (); Li, Sheng (); Sun, Jin (); Sun, Hongyue (); Shao, Yunli (); Li, Changying (); Liu, Tianming (); Song, Wenzhan ()",2,2,,1.72,,https://app.dimensions.ai/details/publication/pub.1164085024,46 Information and Computing Sciences; 4605 Data Management and Data Science; 4606 Distributed Computing and Systems Software,
578,pub.1157850584,10.48550/arxiv.2305.03148,,,CAMEL: Co-Designing AI Models and Embedded DRAMs for Efficient On-Device Learning,"On-device learning allows AI models to adapt to user data, thereby enhancing
service quality on edge platforms. However, training AI on resource-limited
devices poses significant challenges due to the demanding computing workload
and the substantial memory consumption and data access required by deep neural
networks (DNNs). To address these issues, we propose utilizing embedded dynamic
random-access memory (eDRAM) as the primary storage medium for transient
training data. In comparison to static random-access memory (SRAM), eDRAM
provides higher storage density and lower leakage power, resulting in reduced
access cost and power leakage. Nevertheless, to maintain the integrity of the
stored data, periodic power-hungry refresh operations could potentially degrade
system performance.
  To minimize the occurrence of expensive eDRAM refresh operations, it is
beneficial to shorten the lifetime of stored data during the training process.
To achieve this, we adopt the principles of algorithm and hardware co-design,
introducing a family of reversible DNN architectures that effectively decrease
data lifetime and storage costs throughout training. Additionally, we present a
highly efficient on-device training engine named \textit{CAMEL}, which
leverages eDRAM as the primary on-chip memory. This engine enables efficient
on-device training with significantly reduced memory usage and off-chip DRAM
traffic while maintaining superior training accuracy. We evaluate our CAMEL
system on multiple DNNs with different datasets, demonstrating a $2.5\times$
speedup of the training process and $2.8\times$ training energy savings than
the other baseline hardware platforms.",,,arXiv,,,,2023-05-04,2023,,,,,,All OA; Green,Preprint,"Zhang, Sai Qian; Tambe, Thierry; Cuevas, Nestor; Wei, Gu-Yeon; Brooks, David","Zhang, Sai Qian (); Tambe, Thierry (); Cuevas, Nestor (); Wei, Gu-Yeon (); Brooks, David ()",,"Zhang, Sai Qian (); Tambe, Thierry (); Cuevas, Nestor (); Wei, Gu-Yeon (); Brooks, David ()",0,0,,0.0,,https://app.dimensions.ai/details/publication/pub.1157850584,"40 Engineering; 4008 Electrical Engineering; 4009 Electronics, Sensors and Digital Hardware; 46 Information and Computing Sciences",7 Affordable and Clean Energy
